Date,HomeTeam,AwayTeam,FTHG,FTAG
2016-05-14,Dortmund,FC Koln,2.0,2.0
2016-08-26,Bayern Munich,Werder Bremen,6.0,0.0
2016-08-27,Hamburg,Ingolstadt,1.0,1.0
2016-08-27,Augsburg,Wolfsburg,0.0,2.0
2016-08-27,Dortmund,Mainz,2.0,1.0
2016-08-27,Ein Frankfurt,Schalke 04,1.0,0.0
2016-08-27,FC Koln,Darmstadt,2.0,0.0
2016-08-27,M'gladbach,Leverkusen,2.0,1.0
2016-08-28,Hoffenheim,RB Leipzig,2.0,2.0
2016-08-28,Hertha,Freiburg,2.0,1.0
2016-09-09,Schalke 04,Bayern Munich,0.0,2.0
2016-09-10,RB Leipzig,Dortmund,1.0,0.0
2016-09-10,Leverkusen,Hamburg,3.0,1.0
2016-09-10,Wolfsburg,FC Koln,0.0,0.0
2016-09-10,Freiburg,M'gladbach,3.0,1.0
2016-09-10,Ingolstadt,Hertha,0.0,2.0
2016-09-10,Darmstadt,Ein Frankfurt,1.0,0.0
2016-09-11,Mainz,Hoffenheim,4.0,4.0
2016-09-11,Werder Bremen,Augsburg,1.0,2.0
2016-09-16,FC Koln,Freiburg,3.0,0.0
2016-09-17,Bayern Munich,Ingolstadt,3.0,1.0
2016-09-17,Dortmund,Darmstadt,6.0,0.0
2016-09-17,Ein Frankfurt,Leverkusen,2.0,1.0
2016-09-17,Hamburg,RB Leipzig,0.0,4.0
2016-09-17,Hoffenheim,Wolfsburg,0.0,0.0
2016-09-17,M'gladbach,Werder Bremen,4.0,1.0
2016-09-18,Hertha,Schalke 04,2.0,0.0
2016-09-18,Augsburg,Mainz,1.0,3.0
2016-09-20,Wolfsburg,Dortmund,1.0,5.0
2016-09-20,Ingolstadt,Ein Frankfurt,0.0,2.0
2016-09-20,Darmstadt,Hoffenheim,1.0,1.0
2016-09-20,Freiburg,Hamburg,1.0,0.0
2016-09-21,Bayern Munich,Hertha,3.0,0.0
2016-09-21,Leverkusen,Augsburg,0.0,0.0
2016-09-21,RB Leipzig,M'gladbach,1.0,1.0
2016-09-21,Schalke 04,FC Koln,1.0,3.0
2016-09-21,Werder Bremen,Mainz,1.0,2.0
2016-09-23,Dortmund,Freiburg,3.0,1.0
2016-09-24,Mainz,Leverkusen,2.0,3.0
2016-09-24,M'gladbach,Ingolstadt,2.0,0.0
2016-09-24,Werder Bremen,Wolfsburg,2.0,1.0
2016-09-24,Hamburg,Bayern Munich,0.0,1.0
2016-09-24,Augsburg,Darmstadt,1.0,0.0
2016-09-24,Ein Frankfurt,Hertha,3.0,3.0
2016-09-25,FC Koln,RB Leipzig,1.0,1.0
2016-09-25,Hoffenheim,Schalke 04,2.0,1.0
2016-09-30,RB Leipzig,Augsburg,2.0,1.0
2016-10-01,Bayern Munich,FC Koln,1.0,1.0
2016-10-01,Darmstadt,Werder Bremen,2.0,2.0
2016-10-01,Freiburg,Ein Frankfurt,1.0,0.0
2016-10-01,Hertha,Hamburg,2.0,0.0
2016-10-01,Ingolstadt,Hoffenheim,1.0,2.0
2016-10-01,Leverkusen,Dortmund,2.0,0.0
2016-10-02,Wolfsburg,Mainz,0.0,0.0
2016-10-02,Schalke 04,M'gladbach,4.0,0.0
2016-10-14,Dortmund,Hertha,1.0,1.0
2016-10-15,Augsburg,Schalke 04,1.0,1.0
2016-10-15,Ein Frankfurt,Bayern Munich,2.0,2.0
2016-10-15,FC Koln,Ingolstadt,2.0,1.0
2016-10-15,Hoffenheim,Freiburg,2.0,1.0
2016-10-15,M'gladbach,Hamburg,0.0,0.0
2016-10-15,Werder Bremen,Leverkusen,2.0,1.0
2016-10-16,Mainz,Darmstadt,2.0,1.0
2016-10-16,Wolfsburg,RB Leipzig,0.0,1.0
2016-10-21,Hamburg,Ein Frankfurt,0.0,3.0
2016-10-22,Leverkusen,Hoffenheim,0.0,3.0
2016-10-22,Hertha,FC Koln,2.0,1.0
2016-10-22,Ingolstadt,Dortmund,3.0,3.0
2016-10-22,Darmstadt,Wolfsburg,3.0,1.0
2016-10-22,Bayern Munich,M'gladbach,2.0,0.0
2016-10-22,Freiburg,Augsburg,2.0,1.0
2016-10-23,RB Leipzig,Werder Bremen,3.0,1.0
2016-10-23,Schalke 04,Mainz,3.0,0.0
2016-10-28,M'gladbach,Ein Frankfurt,0.0,0.0
2016-10-29,Augsburg,Bayern Munich,1.0,3.0
2016-10-29,Darmstadt,RB Leipzig,0.0,2.0
2016-10-29,Dortmund,Schalke 04,0.0,0.0
2016-10-29,Mainz,Ingolstadt,2.0,0.0
2016-10-29,Werder Bremen,Freiburg,1.0,3.0
2016-10-29,Wolfsburg,Leverkusen,1.0,2.0
2016-10-30,Hoffenheim,Hertha,1.0,0.0
2016-10-30,FC Koln,Hamburg,3.0,0.0
2016-11-04,Hertha,M'gladbach,3.0,0.0
2016-11-05,Bayern Munich,Hoffenheim,1.0,1.0
2016-11-05,Ein Frankfurt,FC Koln,1.0,0.0
2016-11-05,Freiburg,Wolfsburg,0.0,3.0
2016-11-05,Hamburg,Dortmund,2.0,5.0
2016-11-05,Ingolstadt,Augsburg,0.0,2.0
2016-11-05,Leverkusen,Darmstadt,3.0,2.0
2016-11-06,RB Leipzig,Mainz,3.0,1.0
2016-11-06,Schalke 04,Werder Bremen,3.0,1.0
2016-11-18,Leverkusen,RB Leipzig,2.0,3.0
2016-11-19,Wolfsburg,Schalke 04,0.0,1.0
2016-11-19,Mainz,Freiburg,4.0,2.0
2016-11-19,M'gladbach,FC Koln,1.0,2.0
2016-11-19,Darmstadt,Ingolstadt,0.0,1.0
2016-11-19,Augsburg,Hertha,0.0,0.0
2016-11-19,Dortmund,Bayern Munich,1.0,0.0
2016-11-20,Hoffenheim,Hamburg,2.0,2.0
2016-11-20,Werder Bremen,Ein Frankfurt,1.0,2.0
2016-11-25,Freiburg,RB Leipzig,1.0,4.0
2016-11-26,Bayern Munich,Leverkusen,2.0,1.0
2016-11-26,Ein Frankfurt,Dortmund,2.0,1.0
2016-11-26,FC Koln,Augsburg,0.0,0.0
2016-11-26,Hamburg,Werder Bremen,2.0,2.0
2016-11-26,Ingolstadt,Wolfsburg,1.0,1.0
2016-11-26,M'gladbach,Hoffenheim,1.0,1.0
2016-11-27,Hertha,Mainz,2.0,1.0
2016-11-27,Schalke 04,Darmstadt,3.0,1.0
2016-12-02,Mainz,Bayern Munich,1.0,3.0
2016-12-03,Dortmund,M'gladbach,4.0,1.0
2016-12-03,Hoffenheim,FC Koln,4.0,0.0
2016-12-03,Leverkusen,Freiburg,1.0,1.0
2016-12-03,RB Leipzig,Schalke 04,2.0,1.0
2016-12-03,Werder Bremen,Ingolstadt,2.0,1.0
2016-12-03,Wolfsburg,Hertha,2.0,3.0
2016-12-04,Augsburg,Ein Frankfurt,1.0,1.0
2016-12-04,Darmstadt,Hamburg,0.0,2.0
2016-12-09,Ein Frankfurt,Hoffenheim,0.0,0.0
2016-12-10,Bayern Munich,Wolfsburg,5.0,0.0
2016-12-10,FC Koln,Dortmund,1.0,1.0
2016-12-10,Freiburg,Darmstadt,1.0,0.0
2016-12-10,Hamburg,Augsburg,1.0,0.0
2016-12-10,Hertha,Werder Bremen,0.0,1.0
2016-12-10,Ingolstadt,RB Leipzig,1.0,0.0
2016-12-11,Schalke 04,Leverkusen,0.0,1.0
2016-12-11,M'gladbach,Mainz,1.0,0.0
2016-12-16,Hoffenheim,Dortmund,2.0,2.0
2016-12-17,Augsburg,M'gladbach,1.0,0.0
2016-12-17,Mainz,Hamburg,3.0,1.0
2016-12-17,RB Leipzig,Hertha,2.0,0.0
2016-12-17,Schalke 04,Freiburg,1.0,1.0
2016-12-17,Werder Bremen,FC Koln,1.0,1.0
2016-12-17,Wolfsburg,Ein Frankfurt,1.0,0.0
2016-12-18,Darmstadt,Bayern Munich,0.0,1.0
2016-12-18,Leverkusen,Ingolstadt,1.0,2.0
2016-12-20,Hamburg,Schalke 04,2.0,1.0
2016-12-20,M'gladbach,Wolfsburg,1.0,2.0
2016-12-20,Dortmund,Augsburg,1.0,1.0
2016-12-20,Ein Frankfurt,Mainz,3.0,0.0
2016-12-21,Bayern Munich,RB Leipzig,3.0,0.0
2016-12-21,FC Koln,Leverkusen,1.0,1.0
2016-12-21,Hertha,Darmstadt,2.0,0.0
2016-12-21,Hoffenheim,Werder Bremen,1.0,1.0
2016-12-21,Ingolstadt,Freiburg,1.0,2.0
2017-01-20,Freiburg,Bayern Munich,1.0,2.0
2017-01-21,Wolfsburg,Hamburg,1.0,0.0
2017-01-21,Augsburg,Hoffenheim,0.0,2.0
2017-01-21,Darmstadt,M'gladbach,0.0,0.0
2017-01-21,RB Leipzig,Ein Frankfurt,3.0,0.0
2017-01-21,Schalke 04,Ingolstadt,1.0,0.0
2017-01-21,Werder Bremen,Dortmund,1.0,2.0
2017-01-22,Mainz,FC Koln,0.0,0.0
2017-01-22,Leverkusen,Hertha,3.0,1.0
2017-01-27,Schalke 04,Ein Frankfurt,0.0,1.0
2017-01-28,Darmstadt,FC Koln,1.0,6.0
2017-01-28,Ingolstadt,Hamburg,3.0,1.0
2017-01-28,Leverkusen,M'gladbach,2.0,3.0
2017-01-28,RB Leipzig,Hoffenheim,2.0,1.0
2017-01-28,Werder Bremen,Bayern Munich,1.0,2.0
2017-01-28,Wolfsburg,Augsburg,1.0,2.0
2017-01-29,Freiburg,Hertha,2.0,1.0
2017-01-29,Mainz,Dortmund,1.0,1.0
2017-02-03,Hamburg,Leverkusen,1.0,0.0
2017-02-04,M'gladbach,Freiburg,3.0,0.0
2017-02-04,Hoffenheim,Mainz,4.0,0.0
2017-02-04,Hertha,Ingolstadt,1.0,0.0
2017-02-04,FC Koln,Wolfsburg,1.0,0.0
2017-02-04,Dortmund,RB Leipzig,1.0,0.0
2017-02-04,Bayern Munich,Schalke 04,1.0,1.0
2017-02-05,Augsburg,Werder Bremen,3.0,2.0
2017-02-05,Ein Frankfurt,Darmstadt,2.0,0.0
2017-02-10,Mainz,Augsburg,2.0,0.0
2017-02-11,Darmstadt,Dortmund,2.0,1.0
2017-02-11,Ingolstadt,Bayern Munich,0.0,2.0
2017-02-11,Leverkusen,Ein Frankfurt,3.0,0.0
2017-02-11,RB Leipzig,Hamburg,0.0,3.0
2017-02-11,Schalke 04,Hertha,2.0,0.0
2017-02-11,Werder Bremen,M'gladbach,0.0,1.0
2017-02-12,Freiburg,FC Koln,2.0,1.0
2017-02-12,Wolfsburg,Hoffenheim,2.0,1.0
2017-02-17,Augsburg,Leverkusen,1.0,3.0
2017-02-18,Dortmund,Wolfsburg,3.0,0.0
2017-02-18,Ein Frankfurt,Ingolstadt,0.0,2.0
2017-02-18,Hamburg,Freiburg,2.0,2.0
2017-02-18,Hertha,Bayern Munich,1.0,1.0
2017-02-18,Hoffenheim,Darmstadt,2.0,0.0
2017-02-18,Mainz,Werder Bremen,0.0,2.0
2017-02-19,FC Koln,Schalke 04,1.0,1.0
2017-02-19,M'gladbach,RB Leipzig,1.0,2.0
2017-02-24,Wolfsburg,Werder Bremen,1.0,2.0
2017-02-25,RB Leipzig,FC Koln,3.0,1.0
2017-02-25,Leverkusen,Mainz,0.0,2.0
2017-02-25,Hertha,Ein Frankfurt,2.0,0.0
2017-02-25,Freiburg,Dortmund,0.0,3.0
2017-02-25,Darmstadt,Augsburg,1.0,2.0
2017-02-25,Bayern Munich,Hamburg,8.0,0.0
2017-02-26,Ingolstadt,M'gladbach,0.0,2.0
2017-02-26,Schalke 04,Hoffenheim,1.0,1.0
2017-03-03,Augsburg,RB Leipzig,2.0,2.0
2017-03-04,Dortmund,Leverkusen,6.0,2.0
2017-03-04,FC Koln,Bayern Munich,0.0,3.0
2017-03-04,Hoffenheim,Ingolstadt,5.0,2.0
2017-03-04,Mainz,Wolfsburg,1.0,1.0
2017-03-04,M'gladbach,Schalke 04,4.0,2.0
2017-03-04,Werder Bremen,Darmstadt,2.0,0.0
2017-03-05,Hamburg,Hertha,1.0,0.0
2017-03-05,Ein Frankfurt,Freiburg,1.0,2.0
2017-03-10,Leverkusen,Werder Bremen,1.0,1.0
2017-03-11,Bayern Munich,Ein Frankfurt,3.0,0.0
2017-03-11,Darmstadt,Mainz,2.0,1.0
2017-03-11,Freiburg,Hoffenheim,1.0,1.0
2017-03-11,Hertha,Dortmund,2.0,1.0
2017-03-11,Ingolstadt,FC Koln,2.0,2.0
2017-03-11,RB Leipzig,Wolfsburg,0.0,1.0
2017-03-12,Hamburg,M'gladbach,2.0,1.0
2017-03-12,Schalke 04,Augsburg,3.0,0.0
2017-03-17,Dortmund,Ingolstadt,1.0,0.0
2017-03-18,Wolfsburg,Darmstadt,1.0,0.0
2017-03-18,Werder Bremen,RB Leipzig,3.0,0.0
2017-03-18,Hoffenheim,Leverkusen,1.0,0.0
2017-03-18,FC Koln,Hertha,4.0,2.0
2017-03-18,Augsburg,Freiburg,1.0,1.0
2017-03-18,Ein Frankfurt,Hamburg,0.0,0.0
2017-03-19,Mainz,Schalke 04,0.0,1.0
2017-03-19,M'gladbach,Bayern Munich,0.0,1.0
2017-03-31,Hertha,Hoffenheim,1.0,3.0
2017-04-01,RB Leipzig,Darmstadt,4.0,0.0
2017-04-01,Hamburg,FC Koln,2.0,1.0
2017-04-01,Schalke 04,Dortmund,1.0,1.0
2017-04-01,Ein Frankfurt,M'gladbach,0.0,0.0
2017-04-01,Bayern Munich,Augsburg,6.0,0.0
2017-04-01,Freiburg,Werder Bremen,2.0,5.0
2017-04-02,Leverkusen,Wolfsburg,3.0,3.0
2017-04-02,Ingolstadt,Mainz,2.0,1.0
2017-04-04,Werder Bremen,Schalke 04,3.0,0.0
2017-04-04,Hoffenheim,Bayern Munich,1.0,0.0
2017-04-04,Dortmund,Hamburg,3.0,0.0
2017-04-04,FC Koln,Ein Frankfurt,1.0,0.0
2017-04-05,Augsburg,Ingolstadt,2.0,3.0
2017-04-05,Darmstadt,Leverkusen,0.0,2.0
2017-04-05,Mainz,RB Leipzig,2.0,3.0
2017-04-05,M'gladbach,Hertha,1.0,0.0
2017-04-05,Wolfsburg,Freiburg,0.0,1.0
2017-04-07,Ein Frankfurt,Werder Bremen,2.0,2.0
2017-04-08,Bayern Munich,Dortmund,4.0,1.0
2017-04-08,FC Koln,M'gladbach,2.0,3.0
2017-04-08,Freiburg,Mainz,1.0,0.0
2017-04-08,Hamburg,Hoffenheim,2.0,1.0
2017-04-08,RB Leipzig,Leverkusen,1.0,0.0
2017-04-08,Schalke 04,Wolfsburg,4.0,1.0
2017-04-09,Ingolstadt,Darmstadt,3.0,2.0
2017-04-09,Hertha,Augsburg,2.0,0.0
2017-04-15,Augsburg,FC Koln,2.0,1.0
2017-04-15,Dortmund,Ein Frankfurt,3.0,1.0
2017-04-15,Hoffenheim,M'gladbach,5.0,3.0
2017-04-15,Leverkusen,Bayern Munich,0.0,0.0
2017-04-15,Mainz,Hertha,1.0,0.0
2017-04-15,RB Leipzig,Freiburg,4.0,0.0
2017-04-15,Wolfsburg,Ingolstadt,3.0,0.0
2017-04-16,Darmstadt,Schalke 04,2.0,1.0
2017-04-16,Werder Bremen,Hamburg,2.0,1.0
2017-04-21,FC Koln,Hoffenheim,1.0,1.0
2017-04-22,M'gladbach,Dortmund,2.0,3.0
2017-04-22,Ingolstadt,Werder Bremen,2.0,4.0
2017-04-22,Hertha,Wolfsburg,1.0,0.0
2017-04-22,Hamburg,Darmstadt,1.0,2.0
2017-04-22,Bayern Munich,Mainz,2.0,2.0
2017-04-22,Ein Frankfurt,Augsburg,3.0,1.0
2017-04-23,Freiburg,Leverkusen,2.0,1.0
2017-04-23,Schalke 04,RB Leipzig,1.0,1.0
2017-04-28,Leverkusen,Schalke 04,1.0,4.0
2017-04-29,Werder Bremen,Hertha,2.0,0.0
2017-04-29,RB Leipzig,Ingolstadt,0.0,0.0
2017-04-29,Wolfsburg,Bayern Munich,0.0,6.0
2017-04-29,Dortmund,FC Koln,0.0,0.0
2017-04-29,Darmstadt,Freiburg,3.0,0.0
2017-04-29,Mainz,M'gladbach,1.0,2.0
2017-04-30,Augsburg,Hamburg,4.0,0.0
2017-04-30,Hoffenheim,Ein Frankfurt,1.0,0.0
2017-05-05,FC Koln,Werder Bremen,4.0,3.0
2017-05-06,M'gladbach,Augsburg,1.0,1.0
2017-05-06,Bayern Munich,Darmstadt,1.0,0.0
2017-05-06,Dortmund,Hoffenheim,2.0,1.0
2017-05-06,Ein Frankfurt,Wolfsburg,0.0,2.0
2017-05-06,Hertha,RB Leipzig,1.0,4.0
2017-05-06,Ingolstadt,Leverkusen,1.0,1.0
2017-05-07,Hamburg,Mainz,0.0,0.0
2017-05-07,Freiburg,Schalke 04,2.0,0.0
2017-05-13,Schalke 04,Hamburg,1.0,1.0
2017-05-13,Werder Bremen,Hoffenheim,3.0,5.0
2017-05-13,Wolfsburg,M'gladbach,1.0,1.0
2017-05-13,RB Leipzig,Bayern Munich,4.0,5.0
2017-05-13,Augsburg,Dortmund,1.0,1.0
2017-05-13,Leverkusen,FC Koln,2.0,2.0
2017-05-13,Freiburg,Ingolstadt,1.0,1.0
2017-05-13,Darmstadt,Hertha,0.0,2.0
2017-05-13,Mainz,Ein Frankfurt,4.0,2.0
2017-05-20,M'gladbach,Darmstadt,2.0,2.0
2017-05-20,Ingolstadt,Schalke 04,1.0,1.0
2017-05-20,Hoffenheim,Augsburg,0.0,0.0
2017-05-20,Hamburg,Wolfsburg,2.0,1.0
2017-05-20,Hertha,Leverkusen,2.0,6.0
2017-05-20,Ein Frankfurt,RB Leipzig,2.0,2.0
2017-05-20,Dortmund,Werder Bremen,4.0,3.0
2017-05-20,Bayern Munich,Freiburg,4.0,1.0
2017-05-20,FC Koln,Mainz,2.0,0.0
2017-08-18,Bayern Munich,Leverkusen,3.0,1.0
2017-08-19,Schalke 04,RB Leipzig,2.0,0.0
2017-08-19,Hamburg,Augsburg,1.0,0.0
2017-08-19,Hertha,Stuttgart,2.0,0.0
2017-08-19,Hoffenheim,Werder Bremen,1.0,0.0
2017-08-19,Mainz,Hannover,0.0,1.0
2017-08-19,Wolfsburg,Dortmund,0.0,3.0
2017-08-20,M'gladbach,FC Koln,1.0,0.0
2017-08-20,Freiburg,Ein Frankfurt,0.0,0.0
2017-08-25,FC Koln,Hamburg,1.0,3.0
2017-08-26,Augsburg,M'gladbach,2.0,2.0
2017-08-26,Dortmund,Hertha,2.0,0.0
2017-08-26,Ein Frankfurt,Wolfsburg,0.0,1.0
2017-08-26,Leverkusen,Hoffenheim,2.0,2.0
2017-08-26,Stuttgart,Mainz,1.0,0.0
2017-08-26,Werder Bremen,Bayern Munich,0.0,2.0
2017-08-27,RB Leipzig,Freiburg,4.0,1.0
2017-08-27,Hannover,Schalke 04,1.0,0.0
2017-09-08,Hamburg,RB Leipzig,0.0,2.0
2017-09-09,Augsburg,FC Koln,3.0,0.0
2017-09-09,Freiburg,Dortmund,0.0,0.0
2017-09-09,Hoffenheim,Bayern Munich,2.0,0.0
2017-09-09,Mainz,Leverkusen,3.0,1.0
2017-09-09,M'gladbach,Ein Frankfurt,0.0,1.0
2017-09-09,Wolfsburg,Hannover,1.0,1.0
2017-09-10,Hertha,Werder Bremen,1.0,1.0
2017-09-10,Schalke 04,Stuttgart,3.0,1.0
2017-09-15,Hannover,Hamburg,2.0,0.0
2017-09-16,Stuttgart,Wolfsburg,1.0,0.0
2017-09-16,RB Leipzig,M'gladbach,2.0,2.0
2017-09-16,Werder Bremen,Schalke 04,1.0,2.0
2017-09-16,Bayern Munich,Mainz,4.0,0.0
2017-09-16,Ein Frankfurt,Augsburg,1.0,2.0
2017-09-17,Leverkusen,Freiburg,4.0,0.0
2017-09-17,Hoffenheim,Hertha,1.0,1.0
2017-09-17,Dortmund,FC Koln,5.0,0.0
2017-09-19,Wolfsburg,Werder Bremen,1.0,1.0
2017-09-19,Schalke 04,Bayern Munich,0.0,3.0
2017-09-19,M'gladbach,Stuttgart,2.0,0.0
2017-09-19,Augsburg,RB Leipzig,1.0,0.0
2017-09-20,FC Koln,Ein Frankfurt,0.0,1.0
2017-09-20,Freiburg,Hannover,1.0,1.0
2017-09-20,Hamburg,Dortmund,0.0,3.0
2017-09-20,Hertha,Leverkusen,2.0,1.0
2017-09-20,Mainz,Hoffenheim,2.0,3.0
2017-09-22,Bayern Munich,Wolfsburg,2.0,2.0
2017-09-23,Dortmund,M'gladbach,6.0,1.0
2017-09-23,Hoffenheim,Schalke 04,2.0,0.0
2017-09-23,Mainz,Hertha,1.0,0.0
2017-09-23,RB Leipzig,Ein Frankfurt,2.0,1.0
2017-09-23,Stuttgart,Augsburg,0.0,0.0
2017-09-23,Werder Bremen,Freiburg,0.0,0.0
2017-09-24,Leverkusen,Hamburg,3.0,0.0
2017-09-24,Hannover,FC Koln,0.0,0.0
2017-09-29,Schalke 04,Leverkusen,1.0,1.0
2017-09-30,Augsburg,Dortmund,1.0,2.0
2017-09-30,Ein Frankfurt,Stuttgart,2.0,1.0
2017-09-30,Hamburg,Werder Bremen,0.0,0.0
2017-09-30,M'gladbach,Hannover,2.0,1.0
2017-09-30,Wolfsburg,Mainz,1.0,1.0
2017-10-01,FC Koln,RB Leipzig,1.0,2.0
2017-10-01,Freiburg,Hoffenheim,3.0,2.0
2017-10-01,Hertha,Bayern Munich,2.0,2.0
2017-10-13,Stuttgart,FC Koln,2.0,1.0
2017-10-14,Mainz,Hamburg,3.0,2.0
2017-10-14,Hoffenheim,Augsburg,2.0,2.0
2017-10-14,Hertha,Schalke 04,0.0,2.0
2017-10-14,Hannover,Ein Frankfurt,1.0,2.0
2017-10-14,Dortmund,RB Leipzig,2.0,3.0
2017-10-14,Bayern Munich,Freiburg,5.0,0.0
2017-10-15,Leverkusen,Wolfsburg,2.0,2.0
2017-10-15,Werder Bremen,M'gladbach,0.0,2.0
2017-10-20,Schalke 04,Mainz,2.0,0.0
2017-10-21,Augsburg,Hannover,1.0,2.0
2017-10-21,Ein Frankfurt,Dortmund,2.0,2.0
2017-10-21,Hamburg,Bayern Munich,0.0,1.0
2017-10-21,M'gladbach,Leverkusen,1.0,5.0
2017-10-21,RB Leipzig,Stuttgart,1.0,0.0
2017-10-22,Freiburg,Hertha,1.0,1.0
2017-10-22,Wolfsburg,Hoffenheim,1.0,1.0
2017-10-22,FC Koln,Werder Bremen,0.0,0.0
2017-10-27,Mainz,Ein Frankfurt,1.0,1.0
2017-10-28,Bayern Munich,RB Leipzig,2.0,0.0
2017-10-28,Hannover,Dortmund,4.0,2.0
2017-10-28,Hertha,Hamburg,2.0,1.0
2017-10-28,Hoffenheim,M'gladbach,1.0,3.0
2017-10-28,Leverkusen,FC Koln,2.0,1.0
2017-10-28,Schalke 04,Wolfsburg,1.0,1.0
2017-10-29,Stuttgart,Freiburg,3.0,0.0
2017-10-29,Werder Bremen,Augsburg,0.0,3.0
2017-11-03,Ein Frankfurt,Werder Bremen,2.0,1.0
2017-11-04,M'gladbach,Mainz,1.0,1.0
2017-11-04,RB Leipzig,Hannover,2.0,1.0
2017-11-04,Hamburg,Stuttgart,3.0,1.0
2017-11-04,Freiburg,Schalke 04,0.0,1.0
2017-11-04,Dortmund,Bayern Munich,1.0,3.0
2017-11-04,Augsburg,Leverkusen,1.0,1.0
2017-11-05,FC Koln,Hoffenheim,0.0,3.0
2017-11-05,Wolfsburg,Hertha,3.0,3.0
2017-11-17,Stuttgart,Dortmund,2.0,1.0
2017-11-18,Bayern Munich,Augsburg,3.0,0.0
2017-11-18,Hertha,M'gladbach,2.0,4.0
2017-11-18,Hoffenheim,Ein Frankfurt,1.0,1.0
2017-11-18,Leverkusen,RB Leipzig,2.0,2.0
2017-11-18,Mainz,FC Koln,1.0,0.0
2017-11-18,Wolfsburg,Freiburg,3.0,1.0
2017-11-19,Werder Bremen,Hannover,4.0,0.0
2017-11-19,Schalke 04,Hamburg,2.0,0.0
2017-11-24,Hannover,Stuttgart,1.0,1.0
2017-11-25,Augsburg,Wolfsburg,2.0,1.0
2017-11-25,Dortmund,Schalke 04,4.0,4.0
2017-11-25,Ein Frankfurt,Leverkusen,0.0,1.0
2017-11-25,Freiburg,Mainz,2.0,1.0
2017-11-25,M'gladbach,Bayern Munich,2.0,1.0
2017-11-25,RB Leipzig,Werder Bremen,2.0,0.0
2017-11-26,FC Koln,Hertha,0.0,2.0
2017-11-26,Hamburg,Hoffenheim,3.0,0.0
2017-12-01,Freiburg,Hamburg,0.0,0.0
2017-12-02,Werder Bremen,Stuttgart,1.0,0.0
2017-12-02,Schalke 04,FC Koln,2.0,2.0
2017-12-02,Mainz,Augsburg,1.0,3.0
2017-12-02,Hoffenheim,RB Leipzig,4.0,0.0
2017-12-02,Bayern Munich,Hannover,3.0,1.0
2017-12-02,Leverkusen,Dortmund,1.0,1.0
2017-12-03,Hertha,Ein Frankfurt,1.0,2.0
2017-12-03,Wolfsburg,M'gladbach,3.0,0.0
2017-12-08,Stuttgart,Leverkusen,0.0,2.0
2017-12-09,Dortmund,Werder Bremen,1.0,2.0
2017-12-09,Ein Frankfurt,Bayern Munich,0.0,1.0
2017-12-09,Hamburg,Wolfsburg,0.0,0.0
2017-12-09,M'gladbach,Schalke 04,1.0,1.0
2017-12-09,RB Leipzig,Mainz,2.0,2.0
2017-12-10,Hannover,Hoffenheim,2.0,0.0
2017-12-10,Augsburg,Hertha,1.0,1.0
2017-12-10,FC Koln,Freiburg,3.0,4.0
2017-12-12,Freiburg,M'gladbach,1.0,0.0
2017-12-12,Hamburg,Ein Frankfurt,1.0,2.0
2017-12-12,Mainz,Dortmund,0.0,2.0
2017-12-12,Wolfsburg,RB Leipzig,1.0,1.0
2017-12-13,Schalke 04,Augsburg,3.0,2.0
2017-12-13,Bayern Munich,FC Koln,1.0,0.0
2017-12-13,Hertha,Hannover,3.0,1.0
2017-12-13,Hoffenheim,Stuttgart,1.0,0.0
2017-12-13,Leverkusen,Werder Bremen,1.0,0.0
2017-12-15,M'gladbach,Hamburg,3.0,1.0
2017-12-16,Stuttgart,Bayern Munich,0.0,1.0
2017-12-16,Werder Bremen,Mainz,2.0,2.0
2017-12-16,FC Koln,Wolfsburg,1.0,0.0
2017-12-16,Dortmund,Hoffenheim,2.0,1.0
2017-12-16,Ein Frankfurt,Schalke 04,2.0,2.0
2017-12-16,Augsburg,Freiburg,3.0,3.0
2017-12-17,Hannover,Leverkusen,4.0,4.0
2017-12-17,RB Leipzig,Hertha,2.0,3.0
2018-01-12,Leverkusen,Bayern Munich,1.0,3.0
2018-01-13,Augsburg,Hamburg,1.0,0.0
2018-01-13,Ein Frankfurt,Freiburg,1.0,1.0
2018-01-13,Hannover,Mainz,3.0,2.0
2018-01-13,RB Leipzig,Schalke 04,3.0,1.0
2018-01-13,Stuttgart,Hertha,1.0,0.0
2018-01-13,Werder Bremen,Hoffenheim,1.0,1.0
2018-01-14,FC Koln,M'gladbach,2.0,1.0
2018-01-14,Dortmund,Wolfsburg,0.0,0.0
2018-01-19,Hertha,Dortmund,1.0,1.0
2018-01-20,Freiburg,RB Leipzig,2.0,1.0
2018-01-20,Hamburg,FC Koln,0.0,2.0
2018-01-20,Hoffenheim,Leverkusen,1.0,4.0
2018-01-20,Mainz,Stuttgart,3.0,2.0
2018-01-20,M'gladbach,Augsburg,2.0,0.0
2018-01-20,Wolfsburg,Ein Frankfurt,1.0,3.0
2018-01-21,Bayern Munich,Werder Bremen,4.0,2.0
2018-01-21,Schalke 04,Hannover,1.0,1.0
2018-01-26,Ein Frankfurt,M'gladbach,2.0,0.0
2018-01-27,Werder Bremen,Hertha,0.0,0.0
2018-01-27,Stuttgart,Schalke 04,0.0,2.0
2018-01-27,RB Leipzig,Hamburg,1.0,1.0
2018-01-27,Dortmund,Freiburg,2.0,2.0
